WsWaIdx,DateHrGmt,DateHrLwt,FcastHr,Tsfc_F,Tdew_F,Twet_F,Rh_PCT,Psfc_MB,CldCov_PCT,Twc_F,Tapp_F,Spd_KTS,Dir_DEG,PcpPrevHr_IN,DnSol_WsqM,DiffHorz_WsqM,DirNormIr_WsqM,Spd_MPH
39899,2014-08-06-13,2014-08-06-07,0,71.6,60.7,64.5,69,995.9,75,71.6,76.2,4,360,0.00,207,104,351,5
39899,2014-08-06-14,2014-08-06-08,0,75.2,60.8,65.6,61,995.9,95,75.2,77.9,4,360,0.00,369,168,425,5
39899,2014-08-06-15,2014-08-06-09,0,78.8,60.8,66.7,54,995.9,94,78.8,80.3,5,40,0.00,551,198,557,6
39899,2014-08-06-16,2014-08-06-10,0,78.8,57.2,64.8,48,995.9,80,78.8,79.7,6,30,0.00,698,248,589,7
39899,2014-08-06-17,2014-08-06-11,0,80.6,60.8,67.2,51,995.5,91,80.6,81.8,7,120,0.00,775,316,537,8
39899,2014-08-06-18,2014-08-06-12,0,70.5,63.6,65.2,79,996.7,93,70.5,75.8,9,70,0.00,829,340,543,10
39899,2014-08-06-19,2014-08-06-13,0,80.1,60.9,66.1,52,1017.5,99,80.1,81.4,11,70,0.00,865,295,635,13
39899,2014-08-06-20,2014-08-06-14,0,80.6,53.6,63.4,39,995.2,89,80.6,80.6,11,50,0.00,801,285,609,13
39899,2014-08-06-21,2014-08-06-15,0,78.8,51.8,62.0,39,995.2,100,78.8,78.8,11,40,0.00,645,299,460,13
39899,2014-08-06-22,2014-08-06-16,0,77.0,48.2,59.7,36,995.5,92,77.0,77.3,10,30,0.00,507,237,437,12
39899,2014-08-06-23,2014-08-06-17,0,75.2,48.2,59.0,38,995.5,100,75.2,76.5,9,30,0.00,351,159,422,10
39899,2014-08-07-00,2014-08-06-18,0,73.4,48.2,58.5,41,995.5,96,73.4,75.9,8,40,0.00,179,114,237,9
39899,2014-08-07-01,2014-08-06-19,0,73.4,50.0,59.4,44,995.2,99,73.4,76.1,7,30,0.00,44,38,70,8
39899,2014-08-07-02,2014-08-06-20,0,73.4,51.8,60.2,47,995.9,99,73.4,76.3,7,10,0.00,0,0,0,8
39899,2014-08-07-03,2014-08-06-21,0,73.4,50.0,59.4,44,996.2,99,73.4,76.1,4,0,0.00,0,0,0,5
39899,2014-08-07-04,2014-08-06-22,0,69.8,58.9,62.8,69,996.2,99,69.8,69.8,6,90,0.00,0,0,0,7
39899,2014-08-07-05,2014-08-06-23,0,69.8,60.7,63.8,73,996.5,94,69.8,69.8,7,70,0.00,0,0,0,8
39899,2014-08-07-06,2014-08-07-00,0,69.8,62.5,64.9,78,996.2,92,69.8,69.8,8,90,0.00,0,0,0,9
39899,2014-08-07-07,2014-08-07-01,0,69.8,64.3,66.1,83,996.2,85,69.8,69.8,4,80,0.00,0,0,0,5
39899,2014-08-07-08,2014-08-07-02,0,69.8,64.3,66.1,83,996.2,91,69.8,69.8,3,60,0.00,0,0,0,3
39899,2014-08-07-09,2014-08-07-03,0,69.8,64.3,66.1,83,996.2,88,69.8,69.8,2,80,0.00,0,0,0,2
39899,2014-08-07-10,2014-08-07-04,0,69.8,64.3,66.1,83,996.5,88,69.8,69.8,3,80,0.00,0,0,0,3
39899,2014-08-07-11,2014-08-07-05,0,71.6,62.5,65.4,73,996.9,88,71.6,76.2,5,70,0.00,0,0,0,6
39899,2014-08-07-12,2014-08-07-06,0,71.6,60.7,64.5,69,996.9,76,71.6,76.2,6,100,0.00,48,35,116,7
39899,2014-08-07-13,2014-08-07-07,0,75.2,60.8,65.6,61,996.9,100,75.2,77.9,6,110,0.00,213,98,393,7
39899,2014-08-07-14,2014-08-07-08,0,75.2,59.0,64.5,57,997.2,100,75.2,77.7,5,140,0.00,397,154,515,6
39899,2014-08-07-15,2014-08-07-09,0,78.8,57.2,64.8,48,997.2,91,78.8,79.7,4,120,0.00,577,178,633,5
39899,2014-08-07-16,2014-08-07-10,0,80.6,53.6,63.4,39,996.9,85,80.6,80.6,6,150,0.00,735,200,703,7
39899,2014-08-07-17,2014-08-07-11,0,80.6,57.2,65.3,45,996.9,55,80.6,81.0,7,90,0.00,855,204,765,8
39899,2014-08-07-18,2014-08-07-12,0,80.6,57.2,65.3,45,995.9,16,80.6,81.0,8,80,0.00,921,211,791,9
39899,2014-08-07-19,2014-08-07-13,0,80.6,57.2,65.3,45,995.5,8,80.6,81.0,5,70,0.00,920,211,792,6
39899,2014-08-07-20,2014-08-07-14,0,80.6,59.0,66.3,48,995.2,41,80.6,81.4,6,90,0.00,860,198,784,7
39899,2014-08-07-21,2014-08-07-15,0,78.8,59.0,65.8,51,994.9,69,78.8,80.0,8,90,0.00,746,156,788,9
39899,2014-08-07-22,2014-08-07-16,0,78.8,60.8,66.7,54,994.9,51,78.8,80.3,11,70,0.00,594,118,774,13
39899,2014-08-07-23,2014-08-07-17,0,77.0,59.0,65.2,54,994.9,7,77.0,78.8,13,70,0.00,415,65,775,15
39899,2014-08-08-00,2014-08-07-18,0,75.2,59.0,64.5,57,994.9,4,75.2,77.7,14,70,0.00,221,124,359,16
39899,2014-08-08-01,2014-08-07-19,0,73.4,60.7,65.1,65,994.9,2,73.4,76.9,10,70,0.00,53,41,145,12
39899,2014-08-08-02,2014-08-07-20,0,73.4,60.7,65.1,65,995.2,0,73.4,76.9,10,80,0.00,0,0,0,12
39899,2014-08-08-03,2014-08-07-21,0,73.4,60.7,65.1,65,995.5,88,73.4,76.9,11,90,0.00,0,0,0,13
39899,2014-08-08-04,2014-08-07-22,0,71.6,64.3,66.6,78,995.5,70,71.6,76.1,10,80,0.00,0,0,0,12
39899,2014-08-08-05,2014-08-07-23,0,71.6,62.5,65.4,73,995.5,80,71.6,76.2,9,80,0.00,0,0,0,10
39899,2014-08-08-06,2014-08-08-00,0,71.6,64.3,66.6,78,995.2,84,71.6,76.1,8,90,0.00,0,0,0,9
39899,2014-08-08-07,2014-08-08-01,0,71.6,64.3,66.6,78,995.2,76,71.6,76.1,7,70,0.00,0,0,0,8
39899,2014-08-08-08,2014-08-08-02,0,69.8,62.5,64.9,78,995.2,96,69.8,69.8,9,80,0.00,0,0,0,10
39899,2014-08-08-09,2014-08-08-03,0,70.0,62.7,64.9,78,1017.5,97,70.0,75.7,9,80,0.00,0,0,0,10
39899,2014-08-08-10,2014-08-08-04,0,71.6,62.5,65.4,73,995.9,81,71.6,76.2,9,90,0.00,0,0,0,10
39899,2014-08-08-11,2014-08-08-05,0,73.4,60.7,65.1,65,995.9,57,73.4,76.9,9,100,0.00,0,0,0,10
39899,2014-08-08-12,2014-08-08-06,0,73.4,59.0,64.0,61,996.4,16,73.4,76.9,10,90,0.00,48,42,55,12
39899,2014-08-08-13,2014-08-08-07,0,73.4,60.7,65.1,65,996.9,12,73.4,76.9,10,100,0.00,216,94,421,12
39899,2014-08-08-14,2014-08-08-08,0,77.0,60.8,66.0,57,997.0,5,77.0,79.0,12,80,0.00,408,98,661,14
39899,2014-08-08-15,2014-08-08-09,0,78.8,59.0,65.8,51,996.2,6,78.8,80.0,12,90,0.00,586,159,679,14
39899,2014-08-08-16,2014-08-08-10,0,80.6,59.0,66.3,48,996.2,8,80.6,81.4,11,90,0.00,743,163,764,13
39899,2014-08-08-17,2014-08-08-11,0,80.6,57.2,65.3,45,996.2,0,80.6,81.0,10,90,0.00,849,205,757,12
39899,2014-08-08-18,2014-08-08-12,0,80.6,57.2,65.3,45,996.1,5,80.6,81.0,9,90,0.00,909,220,769,10
39899,2014-08-08-19,2014-08-08-13,0,80.6,57.2,65.3,45,994.9,2,80.6,81.0,8,80,0.00,904,219,768,9
39899,2014-08-08-20,2014-08-08-14,0,80.6,59.0,66.3,48,994.9,18,80.6,81.4,9,60,0.00,828,209,735,10
39899,2014-08-08-21,2014-08-08-15,0,82.4,55.5,65.1,40,994.9,5,82.4,82.4,11,60,0.00,735,157,775,13
39899,2014-08-08-22,2014-08-08-16,0,80.6,57.2,65.3,45,994.9,0,80.6,81.0,11,50,0.00,588,118,770,13
39899,2014-08-08-23,2014-08-08-17,0,78.8,57.2,64.8,48,994.9,1,78.8,79.7,12,70,0.00,405,64,761,14
39899,2014-08-09-00,2014-08-08-18,0,77.0,59.0,65.2,54,994.9,11,77.0,78.8,13,60,0.00,219,122,363,15
39899,2014-08-09-01,2014-08-08-19,0,77.0,60.8,66.0,57,995.2,69,77.0,79.0,10,50,0.00,46,37,99,12
39899,2014-08-09-02,2014-08-08-20,0,73.4,62.5,66.1,69,995.2,92,73.4,77.0,10,50,0.00,0,0,0,12
39899,2014-08-09-03,2014-08-08-21,0,73.4,62.5,66.1,69,995.5,98,73.4,77.0,10,60,0.00,0,0,0,12
39899,2014-08-09-04,2014-08-08-22,0,73.4,64.3,67.1,73,995.2,98,73.4,77.0,9,90,0.00,0,0,0,10
39899,2014-08-09-05,2014-08-08-23,0,73.9,64.6,67.1,73,1017.5,94,73.9,77.3,10,90,0.00,0,0,0,12
39899,2014-08-09-06,2014-08-09-00,0,73.4,64.3,67.1,73,995.5,84,73.4,77.0,10,90,0.00,0,0,0,12
39899,2014-08-09-07,2014-08-09-01,0,71.6,60.7,64.5,69,995.9,43,71.6,76.2,11,100,0.00,0,0,0,13
39899,2014-08-09-08,2014-08-09-02,0,72.0,59.9,63.7,66,1018.2,41,72.0,76.4,12,100,0.00,0,0,0,14
39899,2014-08-09-09,2014-08-09-03,0,69.8,55.3,60.7,60,995.9,36,69.8,69.8,13,100,0.00,0,0,0,15
39899,2014-08-09-10,2014-08-09-04,0,69.8,55.3,60.7,60,995.9,28,69.8,69.8,12,90,0.00,0,0,0,14
39899,2014-08-09-11,2014-08-09-05,0,69.8,55.3,60.7,60,996.2,27,69.8,69.8,11,70,0.00,0,0,0,13
39899,2014-08-09-12,2014-08-09-06,0,73.4,57.2,63.0,57,996.5,11,73.4,76.8,10,70,0.00,42,34,81,12
39899,2014-08-09-13,2014-08-09-07,0,75.2,60.8,65.6,61,996.5,19,75.2,77.9,7,60,0.00,205,98,375,8
39899,2014-08-09-14,2014-08-09-08,0,75.2,60.8,65.6,61,996.9,21,75.2,77.9,9,60,0.00,392,113,599,10
39899,2014-08-09-15,2014-08-09-09,0,77.0,62.6,67.1,61,997.2,23,77.0,79.3,10,90,0.00,566,174,625,12
39899,2014-08-09-16,2014-08-09-10,0,78.8,60.8,66.7,54,996.9,13,78.8,80.3,10,50,0.00,735,164,755,12
39899,2014-08-09-17,2014-08-09-11,0,78.8,57.2,64.8,48,996.5,0,78.8,79.7,11,60,0.00,839,210,742,13
39899,2014-08-09-18,2014-08-09-12,0,78.8,55.4,63.9,45,996.5,3,78.8,79.4,11,70,0.00,901,222,760,13
39899,2014-08-09-19,2014-08-09-13,0,78.8,59.0,65.8,51,996.2,1,78.8,80.0,10,70,0.00,900,219,764,12
39899,2014-08-09-20,2014-08-09-14,0,78.8,59.0,65.8,51,995.9,2,78.8,80.0,11,50,0.00,841,198,767,13
39899,2014-08-09-21,2014-08-09-15,0,78.8,57.2,64.8,48,995.5,1,78.8,79.7,13,50,0.00,731,157,772,15
39899,2014-08-09-22,2014-08-09-16,0,80.6,55.4,64.4,42,995.2,1,80.6,80.7,13,50,0.00,577,117,756,15
39899,2014-08-09-23,2014-08-09-17,0,80.1,55.6,63.3,43,1017.5,1,80.1,80.3,13,50,0.00,398,64,750,15
39899,2014-08-10-00,2014-08-09-18,0,75.2,59.0,64.5,57,995.2,1,75.2,77.7,14,20,0.00,210,120,341,16
39899,2014-08-10-01,2014-08-09-19,0,73.4,60.7,65.1,65,995.9,1,73.4,76.9,11,20,0.00,46,37,114,13
39899,2014-08-10-02,2014-08-09-20,0,73.4,62.5,66.1,69,995.9,8,73.4,77.0,12,30,0.00,0,0,0,14
39899,2014-08-10-03,2014-08-09-21,0,73.4,62.5,66.1,69,995.5,2,73.4,77.0,12,30,0.00,0,0,0,14
39899,2014-08-10-04,2014-08-09-22,0,73.4,62.5,66.1,69,995.2,44,73.4,77.0,11,30,0.00,0,0,0,13
39899,2014-08-10-05,2014-08-09-23,0,73.4,64.3,67.1,73,995.2,88,73.4,77.0,10,80,0.00,0,0,0,12
39899,2014-08-10-06,2014-08-10-00,0,75.2,60.8,65.6,61,994.9,100,75.2,77.9,9,100,0.00,0,0,0,10
39899,2014-08-10-07,2014-08-10-01,0,75.2,57.2,63.7,54,994.6,99,75.2,77.5,8,100,0.00,0,0,0,9
39899,2014-08-10-08,2014-08-10-02,0,73.4,55.4,61.9,53,994.9,99,73.4,76.6,9,90,0.00,0,0,0,10
39899,2014-08-10-09,2014-08-10-03,0,71.6,57.1,62.2,60,994.6,87,71.6,76.2,9,60,0.00,0,0,0,10
39899,2014-08-10-10,2014-08-10-04,0,71.6,58.9,63.2,64,994.9,75,71.6,76.2,8,50,0.00,0,0,0,9
39899,2014-08-10-11,2014-08-10-05,0,71.6,60.7,64.5,69,995.2,75,71.6,76.2,8,50,0.00,0,0,0,9
39899,2014-08-10-12,2014-08-10-06,0,71.6,62.5,65.4,73,995.5,87,71.6,76.2,8,60,0.00,24,24,0,9
39899,2014-08-10-13,2014-08-10-07,0,73.4,62.5,66.1,69,995.2,89,73.4,77.0,6,50,0.00,105,97,30,7
39899,2014-08-10-14,2014-08-10-08,0,75.2,62.6,66.6,65,994.9,95,75.2,78.0,7,50,0.00,203,178,54,8
39899,2014-08-10-15,2014-08-10-09,0,77.0,64.4,68.2,65,995.2,75,77.0,79.5,8,20,0.00,417,270,236,9
39899,2014-08-10-16,2014-08-10-10,0,78.8,64.4,68.7,61,995.2,43,78.8,81.1,8,30,0.00,656,255,531,9
39899,2014-08-10-17,2014-08-10-11,0,78.8,64.4,68.7,61,994.6,31,78.8,81.1,8,50,0.00,790,292,590,9
39899,2014-08-10-18,2014-08-10-12,0,80.6,64.4,69.4,58,994.2,49,80.6,82.7,8,20,0.00,821,334,546,9
39899,2014-08-10-19,2014-08-10-13,0,80.6,64.4,69.4,58,994.2,63,80.6,82.7,7,10,0.00,782,341,496,8
39899,2014-08-10-20,2014-08-10-14,0,78.8,64.4,68.7,61,993.6,80,78.8,81.1,7,60,0.00,655,373,337,8
39899,2014-08-10-21,2014-08-10-15,0,78.8,64.4,68.7,61,993.2,80,78.8,81.1,8,40,0.00,559,335,302,9
39899,2014-08-10-22,2014-08-10-16,0,78.8,64.4,68.7,61,992.9,77,78.8,81.1,5,20,0.00,303,200,170,6
39899,2014-08-10-23,2014-08-10-17,0,78.1,64.0,67.4,62,1015.1,80,78.1,80.4,6,20,0.00,189,167,50,7
39899,2014-08-11-00,2014-08-10-18,0,75.2,62.6,66.6,65,992.2,84,75.2,78.0,7,30,0.00,84,84,0,8
39899,2014-08-11-01,2014-08-10-19,0,75.2,62.6,66.6,65,992.2,86,75.2,78.0,7,20,0.00,0,0,0,8
39899,2014-08-11-02,2014-08-10-20,0,75.2,62.6,66.6,65,992.6,87,75.2,78.0,6,360,0.00,0,0,0,7
39899,2014-08-11-03,2014-08-10-21,0,75.2,62.6,66.6,65,992.2,89,75.2,78.0,6,10,0.00,0,0,0,7
39899,2014-08-11-04,2014-08-10-22,0,73.4,62.5,66.1,69,991.9,85,73.4,77.0,5,360,0.00,0,0,0,6
39899,2014-08-11-05,2014-08-10-23,0,73.4,64.3,67.1,73,991.6,95,73.4,77.0,7,350,0.00,0,0,0,8
39899,2014-08-11-06,2014-08-11-00,0,69.8,66.1,67.2,88,991.9,96,69.8,69.8,6,260,0.00,0,0,0,7
